Year,Month,Season,District,Best_Crop_To_Plant,Type_of_Crop,Soil_Type,Soil_PH_Low,Soil_PH_High,Crop_Duration_Min_Days,Crop_Duration_Max_Days,Rainfall_mm,Max_Temp_C,Min_Temp_C,Water_Required_Min_mm,Water_Required_Max_mm
2023,Mar,Navarai/Kodai,CUDDALORE,fodder cowpea,forage crops,Well drained sandy loam and clayey loam soils ,5.0,6.5,50.0,65.0,95.91,28.74,20.44,300.0,350.0
2021,Sep,Kuruvai/Sornavari,HILLY REGIONS OF SHEVROY,tomato,vegetables,Sandy loam,6.5,7.5,90.0,140.0,170.69,31.58,18.58,600.0,800.0
2022,Mar,Navarai/Kodai,VELLORE,sweet sorghum,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.5,115.0,125.0,178.03,30.99,26.61,500.0,600.0
2023,Mar,Navarai/Kodai,THIRUVANNAMALAI,onion,vegetables, Any Loamy,5.8,6.5,100.0,120.0,190.23,26.61,19.95,350.0,550.0
2025,Jun,Kuruvai/Sornavari,CUDDALORE,greengram,pulses,well-drained sandy loams or sandy soils ,6.5,7.5,100.0,100.0,619.45,35.31,27.27,850.0,1000.0
2025,Jul,Kuruvai/Sornavari,CHENGLEPUT,kollukattai pullu,forage crops,Well drained sandy loam and clayey loam soils ,7.0,7.5,45.0,55.0,271.8,25.01,21.48,500.0,480.0
2025,Apr,Navarai/Kodai,THOOTHUKUDI,bengalgram,pulses,medium to heavy black soil,5.5,7.0,90.0,120.0,205.2,27.3,19.46,650.0,1000.0
2024,Sep,Kuruvai/Sornavari,CHENGLEPUT,annual moringa,vegetables,Sandy loam,6.5,8.0,210.0,240.0,704.17,30.86,25.68,900.0,1200.0
2025,Jan,Navarai/Kodai,TIRUVARUR,pumpkin,vegetables,Loamy soil/ Lateritic soil,6.0,7.0,115.0,120.0,291.29,27.1,21.54,900.0,1200.0
2021,May,Navarai/Kodai,RAMANATHANPURAM,cluster bean,vegetables,Sandy Loam,7.0,8.5,60.0,90.0,382.09,26.21,20.29,900.0,1200.0
2021,Dec,Samba/Thaladi,THE NILGRIS,fodder cumbu,forage crops,Well drained sandy loam and clayey loam soils ,4.0,7.5,45.0,120.0,180.62,34.27,28.74,500.0,480.0
2022,Jun,Kuruvai/Sornavari,THIRUVANNAMALAI,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,6.5,7.0,140.0,150.0,362.99,44.24,14.96,500.0,700.0
2024,Aug,Kuruvai/Sornavari,DHARMAPURI,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,6.5,8.0,300.0,330.0,745.51,27.29,25.99,1500.0,2500.0
2022,Nov,Samba/Thaladi,SALEM,colocasia,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,7.0,150.0,180.0,549.01,31.68,21.8,1000.0,1000.0
2023,Mar,Navarai/Kodai,THIRUVANNAMALAI,samai,millets,Loamy Soil,8.5,9.0,80.0,100.0,376.24,38.78,27.77,480.0,750.0
2024,May,Navarai/Kodai,MADURAI,gardenlablab,pulses,wide range of soils,6.0,7.0,75.0,100.0,425.21,32.98,19.84,650.0,1000.0
2022,Sep,Kuruvai/Sornavari,KARUR,curry leaf,greenleafy,Red sandy loam,5.2,5.5,90.0,85.0,577.95,38.7,28.66,1000.0,1000.0
2023,Oct,Samba/Thaladi,VELLORE,Ceylon spinach,minor vegetables,Sandy loam,6.5,7.0,40.0,50.0,649.43,24.27,14.76,900.0,1200.0
2023,Apr,Navarai/Kodai,CAUVERY,onion,vegetables, Any Loamy,5.8,6.5,100.0,120.0,100.49,26.43,18.03,350.0,550.0
2025,Jan,Navarai/Kodai,THE NILGRIS,capsicum,vegetables,Loamy soil/ Lateritic soil,5.5,7.0,60.0,60.0,174.31,28.16,13.71,500.0,1200.0
2021,Nov,Samba/Thaladi,DINDIGUL,small onion,bulbvegetables,Sandy loam,6.0,7.0,70.0,90.0,257.82,25.17,18.47,650.0,750.0
2021,Feb,Navarai/Kodai,CAUVERY,cowpea,pulses, well-drained sandy loams or sandy soils ,5.0,6.5,60.0,90.0,269.3,29.88,23.0,400.0,700.0
2021,Dec,Samba/Thaladi,RAMANATHANPURAM,tomato,vegetables,Sandy loam,6.5,7.5,90.0,140.0,437.21,31.76,20.23,600.0,800.0
2025,Oct,Samba/Thaladi,CAUVERY,Palak,minor vegetables,Sandy loam,6.5,7.0,37.0,45.0,446.39,31.57,14.46,900.0,1200.0
2021,Oct,Samba/Thaladi,KARUR,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,6.5,8.0,300.0,330.0,1335.09,25.28,21.42,1500.0,2500.0
2023,Mar,Navarai/Kodai,KANCHEEPURAM,cumbu napier hybrid,forage crops,Well drained sandy loam and clayey loam soils ,5.0,8.6,45.0,55.0,314.63,25.71,22.5,800.0,1000.0
2025,Sep,Kuruvai/Sornavari,VILLUPURAM,french bean,vegetables,Well drained loamy soil,5.5,6.0,40.0,50.0,795.28,27.19,14.6,900.0,1200.0
2023,Aug,Kuruvai/Sornavari,PERAMBALUR,chillies,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,120.0,120.0,281.25,29.03,25.08,500.0,500.0
2022,Dec,Samba/Thaladi,THENI,fodder cowpea,forage crops,Well drained sandy loam and clayey loam soils ,5.0,6.5,50.0,65.0,179.42,31.53,22.23,300.0,350.0
2023,May,Navarai/Kodai,ARIYALUR,Rhubarb,minor vegetables,Sandy loam,6.0,6.8,56.0,70.0,796.38,25.52,10.0,900.0,1200.0
2023,Mar,Navarai/Kodai,KOLLI HILLS,Butter bean,minor vegetables,Sandy loam,6.0,7.0,80.0,100.0,329.85,26.62,22.39,900.0,1200.0
2024,Aug,Kuruvai/Sornavari,NAGAPATTINAM,gardenlablab,pulses,wide range of soils,6.0,7.0,75.0,100.0,242.5,32.43,18.74,650.0,1000.0
2025,Nov,Samba/Thaladi,KANYAKUMARI,Ceylon spinach,minor vegetables,Sandy loam,6.5,7.0,40.0,50.0,739.81,24.39,10.49,900.0,1200.0
2021,Dec,Samba/Thaladi,NAGAPATTINAM,redgram,pulses,deep loam soils,6.5,7.0,120.0,150.0,646.41,26.53,20.63,600.0,1400.0
2023,Oct,Samba/Thaladi,THE NILGRIS,Turnip,minor vegetables,Loamy soil,5.5,6.8,42.0,56.0,408.45,20.64,10.69,900.0,1200.0
2021,Oct,Samba/Thaladi,NAMAKAL,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,509.53,24.06,19.22,1000.0,1000.0
2025,Apr,Navarai/Kodai,MADURAI,thinai,millets,"alluvial,loamy ",5.5,7.0,85.0,90.0,243.53,26.48,24.34,500.0,900.0
2023,Aug,Kuruvai/Sornavari,RAMANATHANPURAM,Phaseolus lunatus,minor vegetables,Sandy loam,6.0,6.8,90.0,90.0,241.41,28.38,15.52,900.0,2000.0
2024,Mar,Navarai/Kodai,ERODE,fodder cowpea,forage crops,Well drained sandy loam and clayey loam soils ,5.0,6.5,50.0,65.0,224.15,29.08,24.36,300.0,350.0
2021,Jun,Kuruvai/Sornavari,MADURAI,bellary onion,minor vegetables,Sandy loam,5.8,6.5,150.0,150.0,656.96,25.51,14.37,900.0,1200.0
2022,Aug,Kuruvai/Sornavari,THE NILGRIS,Knol-khol,minor vegetables,Sandy loam,5.5,7.0,50.0,65.0,673.32,33.98,14.95,900.0,1200.0
2023,May,Navarai/Kodai,THIRUCHIRAPALLI,tobacco,other crops,Well drained sandy loam and clayey loam soils ,7.5,8.5,90.0,100.0,354.97,27.55,27.36,800.0,1000.0
2021,Jan,Navarai/Kodai,KARUR,Asparagus,minor vegetables,Sandy loam,6.0,6.7,730.0,730.0,485.68,27.62,16.76,900.0,1200.0
2021,Nov,Samba/Thaladi,THIRUPPUR,kudirai masi,forage crops,Well drained sandy loam and clayey loam soils ,6.5,7.5,45.0,55.0,214.4,31.42,24.09,300.0,350.0
2024,Dec,Samba/Thaladi,VELLORE,jute,fibre crop,Sandy and Clay Loam,6.0,7.5,120.0,140.0,594.8,36.46,22.6,1000.0,1300.0
2021,Nov,Samba/Thaladi,THIRUNELVELI,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,256.97,23.81,18.31,500.0,900.0
2023,Jul,Kuruvai/Sornavari,NAMAKAL,varagu,millets,clay-based soil,5.5,6.5,120.0,120.0,518.42,26.43,26.46,500.0,900.0
2025,Dec,Samba/Thaladi,MADURAI,fodder cholam,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,1095.0,1095.0,207.12,33.9,29.08,300.0,350.0
2025,Oct,Samba/Thaladi,KANCHEEPURAM,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,6.5,7.0,140.0,150.0,195.72,43.67,13.5,500.0,700.0
2024,Aug,Kuruvai/Sornavari,VELLORE,ragi,millets,"red, black, sandy, loamy and shallow black soils.",5.0,8.2,100.0,120.0,394.14,27.07,10.53,700.0,1200.0
2024,Dec,Samba/Thaladi,TANJORE,varagu,millets,clay-based soil,5.5,6.5,120.0,120.0,269.76,28.85,28.09,500.0,900.0
2024,Oct,Samba/Thaladi,DHARMAPURI,curry leaf,greenleafy,Red sandy loam,5.2,5.5,90.0,85.0,274.42,35.26,24.73,1000.0,1000.0
2024,Jan,Navarai/Kodai,PERAMBALUR,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,286.39,22.71,24.63,500.0,900.0
2022,Mar,Navarai/Kodai,ERODE,samai,millets,Loamy Soil,8.5,9.0,80.0,100.0,406.84,41.73,27.81,480.0,750.0
2024,Aug,Kuruvai/Sornavari,CAUVERY,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.0,150.0,180.0,342.41,26.19,15.66,600.0,800.0
2023,Dec,Samba/Thaladi,DHARMAPURI,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.0,6.7,90.0,90.0,403.94,28.77,20.12,900.0,1200.0
2024,Feb,Navarai/Kodai,SALEM,wheat,cereals,Well Drained,6.0,7.0,80.0,90.0,316.68,25.94,25.07,450.0,650.0
2023,Jan,Navarai/Kodai,KANCHEEPURAM,Asparagus,minor vegetables,Sandy loam,6.0,6.7,730.0,730.0,518.76,27.23,14.12,900.0,1200.0
2022,Aug,Kuruvai/Sornavari,KRISHNAGIRI,small onion,bulbvegetables,Sandy loam,6.0,7.0,70.0,90.0,271.47,26.47,20.28,650.0,750.0
2023,Jun,Kuruvai/Sornavari,SALEM,tinda,vegetables,Sandy loam,6.5,7.5,70.0,70.0,626.78,30.39,28.75,900.0,1200.0
2025,Nov,Samba/Thaladi,VELLORE,Lettuce,minor vegetables,Sandy loam,6.0,6.5,45.0,55.0,258.66,24.2,17.77,900.0,1200.0
2023,Jun,Kuruvai/Sornavari,THIRUCHIRAPALLI,fodder maize,forage crops,Well drained sandy loam and clayey loam soils ,5.5,8.0,60.0,70.0,129.08,44.27,10.77,500.0,480.0
2024,Feb,Navarai/Kodai,RAMANATHANPURAM,safflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.4,8.2,120.0,125.0,360.12,34.39,20.2,550.0,725.0
2023,Mar,Navarai/Kodai,VIRUDHUNAGAR,chowchow,vegetables,Loamy soil/ Lateritic soil,5.5,6.5,150.0,150.0,467.61,24.28,16.74,1200.0,1500.0
2022,Jul,Kuruvai/Sornavari,SIVAGANGAI,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,316.58,24.02,16.64,1000.0,1000.0
2023,Mar,Navarai/Kodai,KANCHEEPURAM,cauliflower,colecrops,LoamySandy,6.5,6.8,55.0,100.0,171.5,29.24,10.0,380.0,500.0
2023,Jul,Kuruvai/Sornavari,ARIYALUR,muskmelon,vegetables,Sandy Loam,6.5,7.5,70.0,100.0,460.18,35.38,25.02,900.0,1200.0
2022,Jun,Kuruvai/Sornavari,KANYAKUMARI,safflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.4,8.2,120.0,125.0,461.26,32.17,25.33,550.0,725.0
2021,Jun,Kuruvai/Sornavari,THIRUVANNAMALAI,bengalgram,pulses,medium to heavy black soil,5.5,7.0,90.0,120.0,421.1,29.31,23.32,650.0,1000.0
2022,Jun,Kuruvai/Sornavari,TIRUVARUR,Celery,minor vegetables,Sandy loam,5.8,6.8,120.0,150.0,248.88,23.6,14.19,900.0,1200.0
2025,Jan,Navarai/Kodai,DHARMAPURI,thinai,millets,"alluvial,loamy ",5.5,7.0,85.0,90.0,488.62,27.62,23.11,500.0,900.0
2025,Sep,Kuruvai/Sornavari,VIRUDHUNAGAR,maize,millets,temperate podzols to the leached red soils of the tropics. ,5.5,7.0,105.0,110.0,429.39,27.15,20.11,500.0,800.0
2021,Nov,Samba/Thaladi,KOLLI HILLS,muyal masal,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,75.0,65.0,198.54,36.33,25.38,500.0,480.0
2021,Jan,Navarai/Kodai,NAMAKAL,elephant foot yam,Root&tuber,Rich red loamy soil,5.5,7.0,240.0,240.0,522.39,33.22,28.65,1000.0,1500.0
2021,Aug,Kuruvai/Sornavari,THENI,Mint,minor vegetables,Loamy soil,6.5,7.0,100.0,120.0,356.95,25.13,19.94,1000.0,1100.0
2021,Feb,Navarai/Kodai,THIRUVALLUR,capsicum,vegetables,Loamy soil/ Lateritic soil,5.5,7.0,60.0,60.0,150.1,31.78,15.24,500.0,1200.0
2025,Feb,Navarai/Kodai,VELLORE,Brussels sprout,minor vegetables,Sandy loam,6.5,6.8,12.0,12.0,693.76,26.9,19.61,900.0,1200.0
2021,Jun,Kuruvai/Sornavari,MADURAI,ash gourd,vegetables,Sandy loam,6.0,6.7,120.0,120.0,436.99,26.12,28.63,900.0,1200.0
2023,Sep,Kuruvai/Sornavari,DINDIGUL,varagu,millets,clay-based soil,5.5,6.5,120.0,120.0,338.92,25.57,25.44,500.0,900.0
2023,Feb,Navarai/Kodai,TIRUVARUR,watermelon,vegetables,Sandy,6.0,7.5,70.0,85.0,371.99,28.7,23.51,900.0,1200.0
2025,May,Navarai/Kodai,NAGAPATTINAM,varagu,millets,clay-based soil,5.5,6.5,120.0,120.0,286.69,28.51,25.31,500.0,900.0
2023,Jul,Kuruvai/Sornavari,NAMAKAL,Coccinia,minor vegetables,Sandy loam,6.0,6.5,90.0,90.0,704.28,30.13,22.66,900.0,1200.0
2021,Mar,Navarai/Kodai,CUDDALORE,paprika,vegetables,Sandy loam,5.8,6.5,160.0,180.0,428.2,33.11,27.58,700.0,1000.0
2023,Oct,Samba/Thaladi,ERODE,Knol-khol,minor vegetables,Sandy loam,5.5,7.0,50.0,65.0,792.05,29.45,14.62,900.0,1200.0
2023,Nov,Samba/Thaladi,ARIYALUR,velimasal,forage crops,Well drained sandy loam and clayey loam soils ,5.8,7.0,45.0,55.0,101.64,32.76,24.86,300.0,350.0
2021,May,Navarai/Kodai,HILLY REGIONS OF SHEVROY,paprika,vegetables,Sandy loam,5.8,6.5,160.0,180.0,360.63,33.65,27.64,700.0,1000.0
2023,Mar,Navarai/Kodai,CUDDALORE,Knol-khol,minor vegetables,Sandy loam,5.5,7.0,50.0,65.0,260.09,29.29,17.83,900.0,1200.0
2022,Nov,Samba/Thaladi,NAGAPATTINAM,Phaseolus lunatus,minor vegetables,Sandy loam,6.0,6.8,90.0,90.0,1174.02,26.38,18.14,900.0,2000.0
2023,Dec,Samba/Thaladi,CAUVERY,french bean,vegetables,Well drained loamy soil,5.5,6.0,40.0,50.0,508.37,25.81,14.97,900.0,1200.0
2022,Dec,Samba/Thaladi,THIRUCHIRAPALLI,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,6.8,21.0,21.0,479.92,23.29,10.87,1000.0,1000.0
2025,Jan,Navarai/Kodai,THE NILGRIS,guinea grass,forage crops,Well drained sandy loam and clayey loam soils ,5.0,7.0,45.0,55.0,306.78,39.78,18.27,1000.0,480.0
2025,Nov,Samba/Thaladi,CUDDALORE,Palak,minor vegetables,Sandy loam,6.5,7.0,37.0,45.0,368.38,32.4,14.02,900.0,1200.0
2023,Sep,Kuruvai/Sornavari,PUDUKKOTTAI,muyal masal,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,75.0,65.0,216.22,35.28,23.77,500.0,480.0
2025,Aug,Kuruvai/Sornavari,THIRUVANNAMALAI,peas,vegetables,Sandy loam,6.5,7.5,60.0,70.0,736.93,29.42,12.84,900.0,1200.0
2022,Dec,Samba/Thaladi,DINDIGUL,panivaragu,millets,sandy loam to clays of black cotton soils,5.5,7.0,70.0,75.0,228.8,41.01,13.37,330.0,350.0
2022,Jan,Navarai/Kodai,THIRUVANNAMALAI,gardenlablab,pulses,wide range of soils,6.0,7.0,75.0,100.0,422.11,35.03,21.13,650.0,1000.0
2022,Sep,Kuruvai/Sornavari,CAUVERY,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.0,150.0,180.0,369.23,25.13,17.85,600.0,800.0
2021,Nov,Samba/Thaladi,KRISHNAGIRI,panivaragu,millets,sandy loam to clays of black cotton soils,5.5,7.0,70.0,75.0,150.19,42.21,11.65,330.0,350.0
2023,Jun,Kuruvai/Sornavari,CAUVERY,Chinese cabbage,minor vegetables,Sandy loam,5.5,7.0,50.0,80.0,722.71,24.66,13.33,900.0,1200.0
2025,Nov,Samba/Thaladi,COIMBATORE,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,6.8,21.0,21.0,306.11,22.78,14.74,1000.0,1000.0
2021,May,Navarai/Kodai,THIRUNELVELI,Phaseolus lunatus,minor vegetables,Sandy loam,6.0,6.8,90.0,90.0,1208.63,26.29,20.45,900.0,2000.0
2023,Jun,Kuruvai/Sornavari,VIRUDHUNAGAR,Butter bean,minor vegetables,Sandy loam,6.0,7.0,80.0,100.0,513.69,27.76,16.43,900.0,1200.0
2022,Apr,Navarai/Kodai,KANCHEEPURAM,Winged Bean,minor vegetables,Sandy loam,7.0,12.0,42.0,42.0,344.24,27.41,25.16,900.0,1200.0
2023,Feb,Navarai/Kodai,THIRUVALLUR,redgram,pulses,deep loam soils,6.5,7.0,120.0,150.0,728.5,29.86,18.55,600.0,1400.0
2022,Jul,Kuruvai/Sornavari,THIRUVANNAMALAI,french bean,vegetables,Well drained loamy soil,5.5,6.0,40.0,50.0,766.55,25.05,14.22,900.0,1200.0
2022,Oct,Samba/Thaladi,KARUR,velimasal,forage crops,Well drained sandy loam and clayey loam soils ,5.8,7.0,45.0,55.0,81.05,34.0,26.69,300.0,350.0
2022,Oct,Samba/Thaladi,HILLY REGIONS OF SHEVROY,small onion,bulbvegetables,Sandy loam,6.0,7.0,70.0,90.0,290.72,26.4,16.38,650.0,750.0
2022,May,Navarai/Kodai,MADURAI,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",6.5,8.0,85.0,95.0,105.91,25.97,21.0,350.0,500.0
2023,Jun,Kuruvai/Sornavari,DINDIGUL,guinea grass,forage crops,Well drained sandy loam and clayey loam soils ,5.0,7.0,45.0,55.0,284.63,33.44,18.71,1000.0,480.0
2022,Jul,Kuruvai/Sornavari,CHENGLEPUT,Chinese cabbage,minor vegetables,Sandy loam,5.5,7.0,50.0,80.0,460.79,24.7,19.06,900.0,1200.0
2023,Oct,Samba/Thaladi,KOLLI HILLS,Chakravathi keerai,minor vegetables,Sandy loam,4.5,8.3,100.0,100.0,581.14,25.77,15.21,900.0,1200.0
2025,Dec,Samba/Thaladi,RAMANATHANPURAM,watermelon,vegetables,Sandy,6.0,7.5,70.0,85.0,284.66,28.74,23.49,900.0,1200.0
2023,Mar,Navarai/Kodai,NAGAPATTINAM,kollukattai pullu,forage crops,Well drained sandy loam and clayey loam soils ,7.0,7.5,45.0,55.0,161.24,28.28,24.57,500.0,480.0
2021,Mar,Navarai/Kodai,KOLLI HILLS,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,375.94,23.98,22.91,1000.0,1000.0
2024,May,Navarai/Kodai,MADURAI,Palak,minor vegetables,Sandy loam,6.5,7.0,37.0,45.0,781.93,29.93,14.74,900.0,1200.0
2023,Aug,Kuruvai/Sornavari,TANJORE,soyabean,pulses,"Well-drained, Loamy Soil",6.0,7.0,90.0,100.0,399.54,27.12,14.36,450.0,700.0
2023,Nov,Samba/Thaladi,TIRUVARUR,ribbed gourd,vegetables,Sandy Loam,6.5,7.5,125.0,125.0,435.83,34.01,28.47,900.0,1200.0
2024,Aug,Kuruvai/Sornavari,KRISHNAGIRI,Lettuce,minor vegetables,Sandy loam,6.0,6.5,45.0,55.0,332.55,24.73,21.79,900.0,1200.0
2022,Oct,Samba/Thaladi,NAMAKAL,fodder cumbu,forage crops,Well drained sandy loam and clayey loam soils ,4.0,7.5,45.0,120.0,215.65,32.86,27.63,500.0,480.0
2024,Jul,Kuruvai/Sornavari,KRISHNAGIRI,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.5,8.0,85.0,90.0,260.71,36.07,24.71,350.0,400.0
2024,Nov,Samba/Thaladi,KRISHNAGIRI,tomato,vegetables,Sandy loam,6.5,7.5,90.0,140.0,337.81,28.34,19.46,600.0,800.0
2021,Aug,Kuruvai/Sornavari,VELLORE,Chakravathi keerai,minor vegetables,Sandy loam,4.5,8.3,100.0,100.0,690.92,25.01,17.4,900.0,1200.0
2023,Feb,Navarai/Kodai,SIVAGANGAI,muskmelon,vegetables,Sandy Loam,6.5,7.5,70.0,100.0,780.1,36.61,23.14,900.0,1200.0
2024,Jul,Kuruvai/Sornavari,COIMBATORE,broadbean,vegetables,Well drained loamy soil,5.5,6.0,80.0,100.0,236.34,25.0,14.41,900.0,1200.0
2021,May,Navarai/Kodai,THENI,Basella,minor vegetables,Sandy loam,5.5,8.0,70.0,70.0,729.3,30.45,19.31,900.0,1200.0
2023,Jan,Navarai/Kodai,THALAVADI HILLS,niger,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.2,7.3,80.0,80.0,536.13,25.0,14.06,1000.0,1300.0
2023,Nov,Samba/Thaladi,THIRUCHIRAPALLI,gardenlablab,pulses,wide range of soils,6.0,7.0,75.0,100.0,381.04,32.63,21.63,650.0,1000.0
2022,Jun,Kuruvai/Sornavari,COIMBATORE,kudirai masi,forage crops,Well drained sandy loam and clayey loam soils ,6.5,7.5,45.0,55.0,137.49,36.91,29.17,300.0,350.0
2021,Apr,Navarai/Kodai,VELLORE,tomato,vegetables,Sandy loam,6.5,7.5,90.0,140.0,162.81,27.27,18.05,600.0,800.0
2021,Aug,Kuruvai/Sornavari,DINDIGUL,muskmelon,vegetables,Sandy Loam,6.5,7.5,70.0,100.0,629.17,31.33,28.95,900.0,1200.0
2021,Sep,Kuruvai/Sornavari,VIRUDHUNAGAR,Rhubarb,minor vegetables,Sandy loam,6.0,6.8,56.0,70.0,759.85,25.48,10.0,900.0,1200.0
2025,Apr,Navarai/Kodai,DINDIGUL,swordbean,pulses, well-drained sandy loams or sandy soils ,5.0,6.0,110.0,120.0,642.26,36.28,11.74,900.0,1500.0
2023,Oct,Samba/Thaladi,COIMBATORE,muskmelon,vegetables,Sandy Loam,6.5,7.5,70.0,100.0,748.98,30.55,24.34,900.0,1200.0
2021,Jan,Navarai/Kodai,THENI,gardenlablab,pulses,wide range of soils,6.0,7.0,75.0,100.0,607.02,31.3,20.65,650.0,1000.0
2024,Apr,Navarai/Kodai,KRISHNAGIRI,celery,greenleafy,Silt Loam to loamy,6.0,8.5,120.0,150.0,338.29,26.19,10.15,1000.0,1000.0
2024,Jun,Kuruvai/Sornavari,TANJORE,varagu,millets,clay-based soil,5.5,6.5,120.0,120.0,540.26,28.6,27.56,500.0,900.0
2023,Jan,Navarai/Kodai,KANCHEEPURAM,sorghum,millets,well-drained loamy soils,6.0,7.5,95.0,105.0,165.99,40.11,17.86,450.0,650.0
2022,Oct,Samba/Thaladi,TIRUVARUR,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",7.0,8.0,135.0,140.0,774.55,29.51,23.56,700.0,1300.0
2023,Nov,Samba/Thaladi,THALAVADI HILLS,fodder cumbu,forage crops,Well drained sandy loam and clayey loam soils ,4.0,7.5,45.0,120.0,159.33,35.14,25.13,500.0,480.0
2022,Feb,Navarai/Kodai,THOOTHUKUDI,ribbed gourd,vegetables,Sandy Loam,6.5,7.5,125.0,125.0,333.3,32.4,23.74,900.0,1200.0
2022,Mar,Navarai/Kodai,CHENGLEPUT,chinese potato,Root&tuber,well-drained soil,4.8,5.8,120.0,150.0,616.66,22.79,13.11,1000.0,1000.0
2021,Jun,Kuruvai/Sornavari,KANCHEEPURAM,fieldlablab,pulses,Well drained loamy soil,6.2,7.0,105.0,105.0,447.95,27.52,21.49,650.0,1000.0
2023,Aug,Kuruvai/Sornavari,KRISHNAGIRI,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,232.48,22.41,22.13,500.0,900.0
2023,Nov,Samba/Thaladi,VIRUDHUNAGAR,Mint,minor vegetables,Loamy soil,6.5,7.0,100.0,120.0,372.13,25.89,23.88,1000.0,1100.0
2025,Feb,Navarai/Kodai,CUDDALORE,Winged Bean,minor vegetables,Sandy loam,7.0,12.0,42.0,42.0,399.41,31.65,27.26,900.0,1200.0
2025,Jul,Kuruvai/Sornavari,SALEM,fodder cholam,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,1095.0,1095.0,195.43,35.4,28.9,300.0,350.0
2024,Jul,Kuruvai/Sornavari,RAMANATHANPURAM,maize,millets,temperate podzols to the leached red soils of the tropics. ,5.5,7.0,105.0,110.0,197.28,25.68,17.95,500.0,800.0
2021,Aug,Kuruvai/Sornavari,THIRUCHIRAPALLI,Turnip,minor vegetables,Loamy soil,5.5,6.8,42.0,56.0,697.72,21.99,10.98,900.0,1200.0
2022,Sep,Kuruvai/Sornavari,VILLUPURAM,carrot,Root&tuber,light or sandy loam soil,6.0,7.0,75.0,75.0,259.55,22.41,17.93,1000.0,1000.0
2022,Apr,Navarai/Kodai,ARIYALUR,Chakravathi keerai,minor vegetables,Sandy loam,4.5,8.3,100.0,100.0,656.38,25.79,13.73,900.0,1200.0
2022,Aug,Kuruvai/Sornavari,THIRUNELVELI,lablab,vegetables,Well drained loamy soil,6.5,8.5,70.0,75.0,406.25,36.78,24.77,900.0,1200.0
2022,Jun,Kuruvai/Sornavari,PERAMBALUR,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,465.85,22.41,18.01,500.0,900.0
2023,Dec,Samba/Thaladi,NAMAKAL,gardenlablab,pulses,wide range of soils,6.0,7.0,75.0,100.0,339.22,32.25,17.54,650.0,1000.0
2025,Apr,Navarai/Kodai,VIRUDHUNAGAR,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.5,8.0,85.0,90.0,98.98,30.62,27.74,350.0,400.0
2023,Oct,Samba/Thaladi,NAGAPATTINAM,brinjal,vegetables,Loamy soil/ Lateritic soil,6.0,7.5,100.0,150.0,772.66,31.31,18.3,900.0,1200.0
2023,Aug,Kuruvai/Sornavari,RAMANATHANPURAM,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,551.06,23.45,18.82,1000.0,1000.0
2021,Aug,Kuruvai/Sornavari,SALEM,varagu,millets,clay-based soil,5.5,6.5,120.0,120.0,508.04,25.25,26.59,500.0,900.0
2022,Apr,Navarai/Kodai,KRISHNAGIRI,chinese potato,Root&tuber,well-drained soil,4.8,5.8,120.0,150.0,599.25,22.03,14.7,1000.0,1000.0
2022,Nov,Samba/Thaladi,DINDIGUL,Chekurmanis,minor vegetables,Sandy loam,5.5,7.5,90.0,120.0,688.65,33.09,24.91,900.0,1200.0
